Split,Image_Path,Image_Name,Status,Class,Confidence
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.00618025176c627a985cdd0e4354a74b.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.00618025176c627a985cdd0e4354a74b.jpg,Detected,Cannabis,0.14
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.00618025176c627a985cdd0e4354a74b.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.00618025176c627a985cdd0e4354a74b.jpg,Detected,Cannabis,0.04
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.00618025176c627a985cdd0e4354a74b.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.00618025176c627a985cdd0e4354a74b.jpg,Detected,Cannabis,0.03
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.00618025176c627a985cdd0e4354a74b.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.00618025176c627a985cdd0e4354a74b.jpg,Detected,Cannabis,0.02
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.00618025176c627a985cdd0e4354a74b.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.00618025176c627a985cdd0e4354a74b.jpg,Detected,Cannabis,0.02
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.00618025176c627a985cdd0e4354a74b.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.00618025176c627a985cdd0e4354a74b.jpg,Detected,Cannabis,0.01
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.00618025176c627a985cdd0e4354a74b.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.00618025176c627a985cdd0e4354a74b.jpg,Detected,Cannabis,0.01
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.00618025176c627a985cdd0e4354a74b.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.00618025176c627a985cdd0e4354a74b.jpg,Detected,Cannabis,0.01
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.00618025176c627a985cdd0e4354a74b.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.00618025176c627a985cdd0e4354a74b.jpg,Detected,Cannabis,0.01
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.46be8cecd17c4c33a8d4fcc1d6fa3d71.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.46be8cecd17c4c33a8d4fcc1d6fa3d71.jpg,Detected,Cannabis,0.97
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.46be8cecd17c4c33a8d4fcc1d6fa3d71.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.46be8cecd17c4c33a8d4fcc1d6fa3d71.jpg,Detected,Cannabis,0.95
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.46be8cecd17c4c33a8d4fcc1d6fa3d71.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.46be8cecd17c4c33a8d4fcc1d6fa3d71.jpg,Detected,Cannabis,0.95
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.46be8cecd17c4c33a8d4fcc1d6fa3d71.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.46be8cecd17c4c33a8d4fcc1d6fa3d71.jpg,Detected,Cannabis,0.93
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.46be8cecd17c4c33a8d4fcc1d6fa3d71.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.46be8cecd17c4c33a8d4fcc1d6fa3d71.jpg,Detected,Cannabis,0.93
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.46be8cecd17c4c33a8d4fcc1d6fa3d71.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.46be8cecd17c4c33a8d4fcc1d6fa3d71.jpg,Detected,Cannabis,0.92
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.46be8cecd17c4c33a8d4fcc1d6fa3d71.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.46be8cecd17c4c33a8d4fcc1d6fa3d71.jpg,Detected,Cannabis,0.9
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.46be8cecd17c4c33a8d4fcc1d6fa3d71.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.46be8cecd17c4c33a8d4fcc1d6fa3d71.jpg,Detected,Cannabis,0.9
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.46be8cecd17c4c33a8d4fcc1d6fa3d71.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.46be8cecd17c4c33a8d4fcc1d6fa3d71.jpg,Detected,Cannabis,0.9
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.46be8cecd17c4c33a8d4fcc1d6fa3d71.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.46be8cecd17c4c33a8d4fcc1d6fa3d71.jpg,Detected,Cannabis,0.89
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.46be8cecd17c4c33a8d4fcc1d6fa3d71.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.46be8cecd17c4c33a8d4fcc1d6fa3d71.jpg,Detected,Cannabis,0.88
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.46be8cecd17c4c33a8d4fcc1d6fa3d71.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.46be8cecd17c4c33a8d4fcc1d6fa3d71.jpg,Detected,Cannabis,0.07
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.46be8cecd17c4c33a8d4fcc1d6fa3d71.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.46be8cecd17c4c33a8d4fcc1d6fa3d71.jpg,Detected,Cannabis,0.06
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.46be8cecd17c4c33a8d4fcc1d6fa3d71.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.46be8cecd17c4c33a8d4fcc1d6fa3d71.jpg,Detected,Cannabis,0.04
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.4bec5a3621edf45784506d7d1a8feb7f.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.4bec5a3621edf45784506d7d1a8feb7f.jpg,Detected,Cannabis,0.95
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.4bec5a3621edf45784506d7d1a8feb7f.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.4bec5a3621edf45784506d7d1a8feb7f.jpg,Detected,Cannabis,0.94
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.4bec5a3621edf45784506d7d1a8feb7f.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.4bec5a3621edf45784506d7d1a8feb7f.jpg,Detected,Cannabis,0.94
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.4bec5a3621edf45784506d7d1a8feb7f.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.4bec5a3621edf45784506d7d1a8feb7f.jpg,Detected,Cannabis,0.93
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.4bec5a3621edf45784506d7d1a8feb7f.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.4bec5a3621edf45784506d7d1a8feb7f.jpg,Detected,Cannabis,0.93
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.4bec5a3621edf45784506d7d1a8feb7f.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.4bec5a3621edf45784506d7d1a8feb7f.jpg,Detected,Cannabis,0.93
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.4bec5a3621edf45784506d7d1a8feb7f.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.4bec5a3621edf45784506d7d1a8feb7f.jpg,Detected,Cannabis,0.93
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.4bec5a3621edf45784506d7d1a8feb7f.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.4bec5a3621edf45784506d7d1a8feb7f.jpg,Detected,Cannabis,0.92
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.4bec5a3621edf45784506d7d1a8feb7f.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.4bec5a3621edf45784506d7d1a8feb7f.jpg,Detected,Cannabis,0.88
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.4bec5a3621edf45784506d7d1a8feb7f.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.4bec5a3621edf45784506d7d1a8feb7f.jpg,Detected,Cannabis,0.83
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.4bec5a3621edf45784506d7d1a8feb7f.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.4bec5a3621edf45784506d7d1a8feb7f.jpg,Detected,Cannabis,0.8
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.4bec5a3621edf45784506d7d1a8feb7f.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.4bec5a3621edf45784506d7d1a8feb7f.jpg,Detected,Cannabis,0.34
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.4bec5a3621edf45784506d7d1a8feb7f.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.4bec5a3621edf45784506d7d1a8feb7f.jpg,Detected,Cannabis,0.07
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.4bec5a3621edf45784506d7d1a8feb7f.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.4bec5a3621edf45784506d7d1a8feb7f.jpg,Detected,Heroin,0.02
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.5479df3f95b9a1e13722d864d8fb2747.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.5479df3f95b9a1e13722d864d8fb2747.jpg,Detected,Cannabis,0.94
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.5479df3f95b9a1e13722d864d8fb2747.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.5479df3f95b9a1e13722d864d8fb2747.jpg,Detected,Cannabis,0.94
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.5479df3f95b9a1e13722d864d8fb2747.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.5479df3f95b9a1e13722d864d8fb2747.jpg,Detected,Cannabis,0.93
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.5479df3f95b9a1e13722d864d8fb2747.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.5479df3f95b9a1e13722d864d8fb2747.jpg,Detected,Cannabis,0.92
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.5479df3f95b9a1e13722d864d8fb2747.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.5479df3f95b9a1e13722d864d8fb2747.jpg,Detected,Cannabis,0.92
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.5479df3f95b9a1e13722d864d8fb2747.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.5479df3f95b9a1e13722d864d8fb2747.jpg,Detected,Cannabis,0.91
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.5479df3f95b9a1e13722d864d8fb2747.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.5479df3f95b9a1e13722d864d8fb2747.jpg,Detected,Cannabis,0.91
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.5479df3f95b9a1e13722d864d8fb2747.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.5479df3f95b9a1e13722d864d8fb2747.jpg,Detected,Cannabis,0.9
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.5479df3f95b9a1e13722d864d8fb2747.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.5479df3f95b9a1e13722d864d8fb2747.jpg,Detected,Cannabis,0.89
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.5479df3f95b9a1e13722d864d8fb2747.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.5479df3f95b9a1e13722d864d8fb2747.jpg,Detected,Cannabis,0.89
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.5479df3f95b9a1e13722d864d8fb2747.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.5479df3f95b9a1e13722d864d8fb2747.jpg,Detected,Cannabis,0.87
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.5479df3f95b9a1e13722d864d8fb2747.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.5479df3f95b9a1e13722d864d8fb2747.jpg,Detected,Cannabis,0.06
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.5479df3f95b9a1e13722d864d8fb2747.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.5479df3f95b9a1e13722d864d8fb2747.jpg,Detected,Cannabis,0.03
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.5479df3f95b9a1e13722d864d8fb2747.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.5479df3f95b9a1e13722d864d8fb2747.jpg,Detected,Cannabis,0.03
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.5479df3f95b9a1e13722d864d8fb2747.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.5479df3f95b9a1e13722d864d8fb2747.jpg,Detected,Cannabis,0.02
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.5479df3f95b9a1e13722d864d8fb2747.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.5479df3f95b9a1e13722d864d8fb2747.jpg,Detected,Ketamine,0.01
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.99ef2bfcabd52c3bf08804556fe3befa.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.99ef2bfcabd52c3bf08804556fe3befa.jpg,Detected,Cannabis,0.95
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.99ef2bfcabd52c3bf08804556fe3befa.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.99ef2bfcabd52c3bf08804556fe3befa.jpg,Detected,Cannabis,0.95
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.99ef2bfcabd52c3bf08804556fe3befa.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.99ef2bfcabd52c3bf08804556fe3befa.jpg,Detected,Cannabis,0.94
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.99ef2bfcabd52c3bf08804556fe3befa.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.99ef2bfcabd52c3bf08804556fe3befa.jpg,Detected,Cannabis,0.94
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.99ef2bfcabd52c3bf08804556fe3befa.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.99ef2bfcabd52c3bf08804556fe3befa.jpg,Detected,Cannabis,0.93
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.99ef2bfcabd52c3bf08804556fe3befa.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.99ef2bfcabd52c3bf08804556fe3befa.jpg,Detected,Cannabis,0.93
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.99ef2bfcabd52c3bf08804556fe3befa.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.99ef2bfcabd52c3bf08804556fe3befa.jpg,Detected,Cannabis,0.92
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.99ef2bfcabd52c3bf08804556fe3befa.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.99ef2bfcabd52c3bf08804556fe3befa.jpg,Detected,Cannabis,0.92
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.99ef2bfcabd52c3bf08804556fe3befa.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.99ef2bfcabd52c3bf08804556fe3befa.jpg,Detected,Cannabis,0.9
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.99ef2bfcabd52c3bf08804556fe3befa.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.99ef2bfcabd52c3bf08804556fe3befa.jpg,Detected,Cannabis,0.86
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.99ef2bfcabd52c3bf08804556fe3befa.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Cannabis_2_jpg.rf.99ef2bfcabd52c3bf08804556fe3befa.jpg,Detected,Cannabis,0.85
